,0,1,2,3,4,5,6,7,8
132,1,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062,1
133,2,0.35,0.26,0.095,0.21100000000000002,0.086,0.055999999999999994,0.068,1
134,2,0.265,0.2,0.065,0.0975,0.04,0.0205,0.027999999999999997,1
135,1,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,2
136,1,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,1
137,0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,2
138,1,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,2
139,0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,2
140,1,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,2
141,1,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,2
142,0,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,4
143,0,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,3
144,0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,2
145,1,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,2
146,0,0.46,0.35,0.12,0.515,0.22399999999999998,0.10800000000000001,0.1565,2
147,2,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,2
148,2,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,1
149,2,0.17,0.13,0.095,0.03,0.013000000000000001,0.008,0.01,1
150,0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,3
151,1,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,2
152,1,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,2
153,1,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,2
154,1,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,3
155,0,0.515,0.405,0.13,0.722,0.32,0.131,0.21,2
156,1,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,3
157,0,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,4
158,1,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,3
159,1,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,3
160,0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,3
161,1,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,3
162,0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,3
163,1,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,4
164,1,0.65,0.545,0.23,1.7519999999999998,0.5605,0.2895,0.815,4
165,0,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,3
166,1,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,4
167,1,0.68,0.57,0.205,1.8419999999999999,0.625,0.408,0.65,4
168,0,0.705,0.56,0.22,1.9809999999999999,0.8175,0.3085,0.76,3
169,1,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,3
170,0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,3
171,1,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255,1
172,0,0.525,0.435,0.155,1.065,0.486,0.233,0.285,2
173,1,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,2
174,2,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,1
175,2,0.36,0.26,0.09,0.1785,0.0645,0.037000000000000005,0.075,1
176,2,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,1
177,2,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,2
178,2,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,1
179,0,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,3
180,0,0.57,0.48,0.18,0.9395,0.39899999999999997,0.2,0.295,3
181,0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,4
182,1,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,2
183,1,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,2
184,1,0.645,0.51,0.2,1.5675,0.621,0.36700000000000005,0.46,3
185,0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,3
186,1,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,3
187,1,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,2
188,1,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,3
189,1,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,2
190,0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,3
191,0,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,3
192,0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,3
193,2,0.355,0.275,0.085,0.22,0.092,0.06,0.15,2
194,1,0.51,0.4,0.14,0.8145,0.45899999999999996,0.1965,0.195,2
195,0,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245,3
196,1,0.505,0.41,0.15,0.644,0.285,0.145,0.21,3
197,0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,4
198,0,0.56,0.45,0.16,0.922,0.43200000000000005,0.17800000000000002,0.26,3
199,0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,2
200,1,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,2
201,0,0.5,0.4,0.165,0.825,0.254,0.205,0.285,3
202,1,0.5,0.4,0.145,0.63,0.23399999999999999,0.1465,0.23,3
203,1,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,3
204,0,0.42,0.335,0.115,0.369,0.171,0.071,0.12,2
205,1,0.44,0.34,0.14,0.48200000000000004,0.18600000000000003,0.1085,0.16,2
206,2,0.4,0.3,0.11,0.315,0.109,0.067,0.12,2
207,2,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,2
208,1,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,3
209,2,0.37,0.28,0.095,0.2655,0.122,0.052000000000000005,0.08,1
210,1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,2
211,0,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,1
212,1,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,3
213,0,0.5,0.405,0.14,0.6155,0.24100000000000002,0.1355,0.205,2
214,1,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,3
215,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,2
216,0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,2
217,2,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,1
218,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,2
219,1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,2
220,1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,2
221,1,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,3
222,1,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19,2
223,1,0.445,0.355,0.15,0.485,0.18100000000000002,0.125,0.155,3
224,2,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,2
225,1,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,2
226,1,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,1
227,2,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,1
228,1,0.58,0.465,0.165,1.1015,0.40399999999999997,0.2095,0.35,3
229,1,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,3
230,0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,3
231,0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,3
232,0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,4
233,2,0.275,0.215,0.075,0.1155,0.0485,0.028999999999999998,0.035,1
234,2,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,3
235,2,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,2
236,2,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
237,2,0.13,0.1,0.03,0.013000000000000001,0.0045,0.003,0.004,1
238,2,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,1
239,2,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,1
240,0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,4
241,2,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,1
242,2,0.23,0.175,0.065,0.0645,0.026000000000000002,0.0105,0.02,1
243,2,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,2
244,2,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,2
245,2,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,2
246,2,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,3
247,2,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,2
248,2,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,1
249,2,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07,1
250,2,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,1
251,0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,3
252,1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,3
253,1,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,3
254,0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,3
255,0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,3
256,0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,4
257,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,2
258,1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,3
259,1,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,3
260,1,0.54,0.475,0.155,0.9279999999999999,0.39399999999999996,0.19399999999999998,0.26,3
261,1,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,3
262,0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,3
263,2,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026000000000000002,1
264,0,0.27,0.2,0.08,0.1205,0.0465,0.027999999999999997,0.04,1
265,1,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,3
266,0,0.52,0.45,0.15,0.895,0.3615,0.18600000000000003,0.235,3
267,0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,2
268,0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,2
269,1,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,3
270,1,0.64,0.525,0.215,1.7790000000000001,0.4535,0.2855,0.55,4
271,0,0.59,0.5,0.2,1.187,0.41200000000000003,0.2705,0.37,4
272,0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,3
273,0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,3
274,0,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,3
275,0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,4
276,1,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,3
277,0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,4
278,0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,4
279,1,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,3
280,1,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,3
281,2,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,1
282,1,0.455,0.355,0.12,0.4495,0.177,0.10400000000000001,0.15,2
283,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,3
284,0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,3
285,1,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,2
286,0,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,2
287,1,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,4
288,0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,2
289,1,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,2
290,0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,4
291,1,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,3
292,0,0.61,0.475,0.165,1.1159999999999999,0.428,0.2205,0.315,3
293,1,0.565,0.455,0.175,1.013,0.342,0.207,0.35,4
294,0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,4
295,2,0.295,0.215,0.085,0.128,0.049,0.034,0.04,1
296,2,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,1
297,2,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,1
298,0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,3
299,0,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,2
300,1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,2
301,1,0.54,0.435,0.175,0.892,0.322,0.174,0.335,3
302,0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,2
303,0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,1
304,1,0.47,0.36,0.13,0.47200000000000003,0.182,0.114,0.15,2
305,2,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011000000000000001,1
306,2,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005,1
307,0,0.645,0.515,0.24,1.5415,0.47100000000000003,0.369,0.535,3
308,0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,3
309,0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,2
310,1,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,4
311,0,0.56,0.44,0.14,0.971,0.44299999999999995,0.2045,0.265,3
312,0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,4
313,1,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,4
314,0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,4
315,2,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,2
316,1,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,3
317,0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,2
318,1,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,4
319,2,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,1
320,2,0.265,0.21,0.06,0.0965,0.0425,0.022000000000000002,0.03,1
321,2,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,1
322,0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,3
323,2,0.265,0.205,0.07,0.1055,0.039,0.040999999999999995,0.035,1
324,0,0.335,0.265,0.105,0.222,0.0935,0.055999999999999994,0.075,1
325,2,0.355,0.275,0.09,0.251,0.09699999999999999,0.053,0.08,1
326,2,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,1
327,0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,3
328,0,0.36,0.295,0.105,0.24100000000000002,0.0865,0.053,0.095,2
329,2,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,2
330,0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,3
331,1,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,2
332,2,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,1
333,2,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,1
334,1,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,4
335,0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,3
336,0,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,3
337,0,0.59,0.45,0.185,1.2830000000000001,0.473,0.276,0.425,4
338,0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,3
339,1,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,3
340,0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,3
341,1,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,3
342,0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,3
343,1,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,3
344,1,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,2
345,0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,3
346,1,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,2
347,2,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,1
348,2,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,2
349,0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,3
350,1,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,2
351,1,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,4
352,0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,3
353,0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,2
354,0,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34,4
355,0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,4
356,0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,3
357,1,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,4
358,0,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,4
359,1,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,4
360,0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,4
361,1,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,3
362,1,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,4
363,1,0.6,0.48,0.15,1.0290000000000001,0.4085,0.2705,0.295,4
364,1,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,3
365,0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,4
366,0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,3
367,1,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,2
368,0,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,3
369,1,0.69,0.56,0.215,1.719,0.68,0.299,0.47,4
370,1,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,4
371,1,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,4
372,1,0.68,0.58,0.2,1.787,0.585,0.45299999999999996,0.6,4
373,1,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,3
374,0,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,3
